bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood
14743,The God Delusion,Richard Dawkins,3.9,618680004,9.78062E+12,English,374,197099,6216,18-10-2006,Houghton Mifflin Co. (Boston/NY),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,743418174,9.78074E+12,English,376,269843,5384,02-04-2002,Washington Square Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14755,The Guy Not Taken: Stories,Jennifer Weiner,3.48,1416535209,9.78142E+12,English (US),292,21715,1044,05-09-2006,Atria Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Very High,All Ages,Happy
14756,Goodnight Nobody,Jennifer Weiner,3.65,743470125,9.78074E+12,English (US),400,54117,1849,02-05-2006,Washington Square Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14768,Los diarios de Nanny,Emma McLaughlin,3.42,8420465607,9.78842E+12,Spanish,392,33,4,01-01-2003,Santillana USA Publishing Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14769,Davita's Harp,Chaim Potok,3.99,449911837,9.78045E+12,English,371,5005,314,27-08-1996,Ballantine Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14770,Neuromancer,William Gibson,3.9,441012035,9.78044E+12,English,384,1647,175,02-11-2004,Ace,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Romantic
14778,Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,4.34,842313354,9.78084E+12,English,208,6861,205,21-09-1994,Tyndale Momentum,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14781,The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,4.08,61877355,9.78062E+12,English,736,200,22,08-09-2006,Mariner Books,"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14785,Chosen Prey (Lucas Davenport  #12),John Sandford,4.24,425182878,9.78043E+12,English (US),383,22949,376,01-05-2002,Berkley,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14786,Chosen But Free,Norman L. Geisler,3.31,764225219,9.78076E+12,English (US),285,361,43,01-09-2001,Bethany House Publishers,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14788,The Lady Chosen (Bastion Club  #1),Stephanie Laurens,3.97,60002069,9.78006E+12,English,464,5686,193,26-08-2003,Avon,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14790,Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date,John Major Jenkins,3.71,1879181487,9.78188E+12,English (US),480,186,17,01-08-1998,Bear  Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14808,Travels of Marco Polo,Marco Polo,3.58,451529510,9.78045E+12,English,297,68,16,05-10-2004,Signet,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14812,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,75640360,9.78076E+12,English (US),980,827,23,01-07-2006,Daw Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14817,A Scanner Darkly,Philip K. Dick,4.02,57507681,9.78058E+12,English,219,70604,1925,17-08-2006,Gollancz,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14836,Midnight's Children,Salman Rushdie,3.98,99578514,9.7801E+12,English,647,87463,4469,01-05-1995,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14839,Last Man Standing,David Baldacci,4.04,446611778,9.78045E+12,English,640,41611,727,01-09-2002,Warners Visions Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14841,Last Man Standing,David Baldacci,4.04,743428951,9.78074E+12,English,548,60,6,03-06-2002,Pocket Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14851,Last Man Standing,David Baldacci,4.04,330419706,9.78033E+12,English (UK),556,110,15,01-11-2003,Pan Publishing,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14861,Rape: A Love Story,Joyce Carol Oates,3.57,786712945,9.78079E+12,English,128,114,24,14-12-2003,Carroll & Graf Publishers,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Romantic
14864,Plain Truth,Jodi Picoult,3.98,743275012,9.78074E+12,English,405,143658,5760,01-11-2004,Atria Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14865,Vanishing Acts,Jodi Picoult,3.69,743454553,9.78074E+12,English,426,87109,3920,15-11-2005,Washington Square Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14866,Nineteen Minutes,Jodi Picoult,4.12,743496728,9.78074E+12,English,440,270574,13491,05-03-2007,Atria Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14867,The Pact,Jodi Picoult,4.01,340838035,9.78034E+12,English (UK),480,988,115,18-07-2005,Hodder & Stoughton,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14868,Compasión,Jodi Picoult,3.58,8408068911,9.78841E+12,Spanish,554,12,1,01-01-2007,Booket,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14870,The Outsiders,S.E. Hinton,4.09,143039857,9.78014E+12,English,160,1589,132,30-05-2006,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14883,Die Wahrheit der letzten Stunde,Jodi Picoult,3.8,3404145844,9.7834E+12,German,684,7,2,01-08-2001,Lübbe,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14886,Die Hexen von Salem Falls,Jodi Picoult,3.82,3822505870,9.78382E+12,German,472,23,3,01-08-2002,Kabel  Verlag GmbH Ernst,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14888,In einer regnerischen Nacht.,Jodi Picoult,3.58,3492236553,9.78349E+12,German,512,1,Currently not available,01-02-2003,Piper,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,61120073,9.78006E+12,English,496,345283,16114,30-05-2006,HarperCollins Publishers,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14895,The Sound of Mountain Water,Wallace Stegner,4.06,140266747,9.78014E+12,English (US),288,250,34,01-11-1997,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14896,Wolf Willow,Wallace Stegner,3.97,141185015,9.78014E+12,English,306,597,97,01-12-2000,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14899,Mormon Country,Wallace Stegner,3.95,803293054,9.7808E+12,English,362,557,74,01-09-2003,Bison Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14905,The Complete Novels,Jane Austen,4.55,140259449,9.78014E+12,English,1344,21633,351,17-06-1996,Penguin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14909,Jane Austen's Letters,Jane Austen,4.16,1414500084,9.78141E+12,English (US),112,42,4,01-01-2003,Pavilion Press (Wi),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14911,Pride and Prejudice,Jane Austen,4.26,70898228,9.78071E+12,English,533,18,5,01-12-1984,Charnwood,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14913,The Complete Novels of Jane Austen  Vol 1: Sense & Sensibility/Pride & Prejudice/Mansfield Park,Jane Austen,4.53,679600264,9.78068E+12,English,898,254,22,05-09-1992,Modern Library,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14914,Pride and Prejudice,Jane Austen,4.26,521825148,9.78052E+12,English,540,56,7,01-07-2006,Cambridge University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14917,Desire and Duty: A Sequel to Jane Austen's Pride and Prejudice,Ted Bader,2.86,965429903,9.78097E+12,English,286,114,9,01-02-1997,Revive Publishing,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14926,Emma,Jane Austen,4,192802372,9.78019E+12,English,402,737,72,10-07-2003,Oxford University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14927,Emma,Jane Austen,4,1587263963,9.78159E+12,English (US),424,83,6,14-07-2006,Ann Arbor Media,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14930,Emma,Jane Austen,4,1572705329,9.78157E+12,English,15,28,3,05-05-2006,Audio Partners,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14934,Sense and Sensibility,Jane Austen,4.07,39397751,9.78039E+12,English,269,768,68,30-10-2001,W. W. Norton & Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,451218590,9.78045E+12,English,272,53955,1041,01-08-2006,NAL,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14941,To the Lighthouse,Virginia Woolf,3.78,156030470,9.78016E+12,English,242,514,59,01-08-2005,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14942,Mrs. Dalloway,Virginia Woolf,3.79,151009988,9.78015E+12,English,194,176190,5595,28-10-2002,Houghton Mifflin Harcourt,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14943,A Room of One's Own,Virginia Woolf,4.14,1568493665,9.78157E+12,English,125,27,4,01-12-1994,Buccaneer Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14945,Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf,4.26,156619180,9.78016E+12,English,230,1729,121,23-08-1985,Mariner Books,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,High,All Ages,Emotional
14946,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf,4.05,156212501,9.78016E+12,English,345,747,36,01-06-1989,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf,4.37,156260379,9.78016E+12,English,384,383,11,17-09-1980,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
14948,A Writer's Diary,Virginia Woolf,4.26,156027917,9.78016E+12,English,355,3345,133,31-03-2003,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy
14951,The Autobiography of Alice B. Toklas,Gertrude Stein,3.59,141185368,9.78014E+12,English,272,255,31,26-04-2001,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Autobiography,Medium,All Ages,Happy
14959,Strange Fits of Passion,Anita Shreve,3.76,156031396,9.78016E+12,English,352,7423,390,04-10-2005,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14960,Eden Close,Anita Shreve,3.66,156031337,9.78016E+12,English (US),265,8661,447,04-10-2005,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14962,Where or When,Anita Shreve,3.3,156031272,9.78016E+12,English,241,6343,551,04-10-2005,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14964,Body Surfing,Anita Shreve,3.32,316059854,9.78032E+12,English,291,16371,1538,24-04-2007,Little  Brown and Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14975,Labyrinth (Languedoc  #1),Kate Mosse,3.57,425213978,9.78043E+12,English,515,40300,2498,06-02-2007,Berkley Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14978,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),James Luceno,3.84,345475739,9.78035E+12,English,370,5701,215,27-09-2005,Del Rey Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges,4.46,141184841,9.78014E+12,English,287,934,82,28-09-2000,Penguin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,High,All Ages,Happy
14983,El laberinto,Kate Mosse,3.57,8408065874,9.78841E+12,Spanish,626,52,6,01-01-2006,Planeta Publishing,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy
14990,Spook: Science Tackles the Afterlife,Mary Roach,3.58,393329127,9.78039E+12,English (US),311,30473,2399,26-09-2006,W.W. Norton & Company (NYC),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9.78055E+12,English,446,227884,6253,29-08-2006,Bantam,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy
14996,Brother Odd (Odd Thomas  #3),Dean Koontz,3.98,553804804,9.78055E+12,English,364,54120,2053,28-11-2006,Bantam,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Emotional
15003,Rape: A Love Story,Joyce Carol Oates,3.57,786714824,9.78079E+12,English,154,3604,364,21-12-2004,Carroll & Graf Publishers,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Romantic
15004,First Love: A Gothic Tale,Joyce Carol Oates,3.19,88001508,9.78088E+12,English,86,579,83,21-08-1997,Ecco,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Romantic
15012,The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,Lotte H. Eisner,4.16,520024796,9.78052E+12,English,360,274,10,07-01-1974,University of California Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy
