bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,802132758,9780800000000.0,English,126,73863.0,1618,21-01-1994,Grove Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Rosencrantz and Guildenstern Are Dead,rosencrantz and guildenstern are dead,tomstoppard
18546,King Lear,William Shakespeare,3.91,192839926,9780190000000.0,English,336,233.0,15,12-04-2001,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,King Lear,king lear,williamshakespeare
18547,King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,4.11,1877275514,9781880000000.0,English,180,18.0,3,01-06-2002,Cybereditions Corp,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,King Lear  Macbeth  Indefinition  and Tragedy,king lear  macbeth  indefinition  and tragedy,stephenbooth
18549,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79,152046828,9780150000000.0,English,320,5052.0,417,01-07-2003,HMH Books for Young Readers,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,A Break with Charity: A Story about the Salem Witch Trials,a break with charity: a story about the salem witch trials,annrinaldi
18551,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79,785735488,9780790000000.0,English,297,37.0,6,01-04-1994,Turtleback Books,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,A Break With Charity: A Story of the Salem Witch Trials,a break with charity: a story of the salem witch trials,annrinaldi
18553,The Cay (The Cay  #1),Theodore Taylor,3.76,44022912,9780440000000.0,English (US),156,29126.0,2227,08-04-2003,Laurel Leaf,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,The Cay (The Cay  #1),the cay (the cay  #1),theodoretaylor
18556,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale,3.69,140276130,9780140000000.0,English,256,393.0,81,01-06-1999,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,the queen of whale cay: the eccentric story of 'joe' carstairs  fastest woman on water,katesummerscale
18561,Everest: Mountain Without Mercy,Broughton Coburn,4.03,792269845,9780790000000.0,English,256,36.0,2,01-04-2003,National Geographic,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Everest: Mountain Without Mercy,everest: mountain without mercy,broughtoncoburn
18564,The Summit (Everest  #3),Gordon Korman,3.96,439411378,9780440000000.0,English,154,2584.0,106,01-10-2002,Scholastic Paperbacks,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Summit (Everest  #3),the summit (everest  #3),gordonkorman
18574,Everest: Expedition to the Ultimate,Reinhold Messner,3.93,189857345,9781900000000.0,English,286,256.0,14,01-09-1999,Baton Wicks,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Everest: Expedition to the Ultimate,everest: expedition to the ultimate,reinholdmessner
18576,Everything on a Waffle (Coal Harbour #1),Polly Horvath,3.72,374422087,9780370000000.0,English,150,9839.0,767,08-09-2004,Sunburst,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Everything on a Waffle (Coal Harbour #1),everything on a waffle (coal harbour #1),pollyhorvath
18579,Summer of my German Soldier,Bette Greene,3.68,142406511,9780140000000.0,English (US),240,832.0,91,20-04-2006,Puffin Books,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Summer of my German Soldier,summer of my german soldier,bettegreene
18591,Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum,3.89,194232204,9780190000000.0,English,54,164.0,6,01-10-2005,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Hamlet (Oxford Bookworms Library: Stage 2),hamlet (oxford bookworms library: stage 2),alistairmccallum
18596,By Myself and Then Some,Lauren Bacall,3.95,61127914,9780060000000.0,English,512,2799.0,170,31-10-2006,It Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,By Myself and Then Some,by myself and then some,laurenbacall
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22,60730552,9780060000000.0,English,218,44074.0,1405,03-02-2004,Harper Perennial,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Touching the Void: The True Story of One Man's Miraculous Survival,touching the void: the true story of one man's miraculous survival,joesimpson
18603,The Mercy of Thin Air,Ronlyn Domingue,3.83,743278828,9780740000000.0,English,336,4718.0,656,20-06-2006,Washington Square Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Mercy of Thin Air,the mercy of thin air,ronlyndomingue
18610,Thin Air (Spenser  #22),Robert B. Parker,3.9,425152901,9780430000000.0,English (US),320,4055.0,141,01-04-1996,G.P. Putnam's Sons,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Thin Air (Spenser  #22),thin air (spenser  #22),robertbparker
18615,Princess Sultana's Daughters,Jean Sasson,3.89,38547444,9780390000000.0,English,229,59.0,5,01-06-1994,Doubleday Books,"Family, Family Drama","Family ties, generational conflicts, and unspoken expectations shape many of the key turning points in the storyline. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Emotional,Princess Sultana's Daughters,princess sultana's daughters,jeansasson
18628,The State of the Art,Iain M. Banks,3.84,189238938,9781890000000.0,English,188,46.0,6,01-08-2005,Night Shade,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The State of the Art,the state of the art,iainmbanks
18629,Excession (Culture  #5),Iain M. Banks,4.21,1857233948,9781860000000.0,English,451,173.0,15,13-06-1996,Orbit,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Excession (Culture  #5),excession (culture  #5),iainmbanks
18630,The Player of Games (Culture  #2),Iain M. Banks,4.27,61053562,9780060000000.0,English,293,46139.0,1648,01-02-1997,HarperPrism,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,The Player of Games (Culture  #2),the player of games (culture  #2),iainmbanks
18631,Feersum Endjinn,Iain M. Banks,3.82,553374591,9780550000000.0,English,311,320.0,18,01-06-1995,Spectra/Bantam Books (NYC),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Feersum Endjinn,feersum endjinn,iainmbanks
18637,Use of Weapons,Iain M. Banks,4.18,553292242,9780550000000.0,English,389,210.0,14,01-03-1992,Bantam Books (NY),Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Use of Weapons,use of weapons,iainmbanks
18638,Le Sens du vent,Iain M. Banks,4.2,2221095529,9782220000000.0,French,404,7.0,Currently not available,30-09-2002,Robert Laffont,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Le Sens du vent,le sens du vent,iainmbanks
18639,Two Girls  Fat and Thin,Mary Gaitskill,3.64,684843129,9780680000000.0,English,320,1632.0,150,27-02-1998,Simon  Schuster,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Two Girls  Fat and Thin,two girls  fat and thin,marygaitskill
18640,Three Novels & Five Short Stories,Daphne du Maurier,4.12,517349175,9780520000000.0,English,677,33.0,2,12-12-1988,Random House Value Publishing,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,Low,All Ages,Happy,Three Novels & Five Short Stories,three novels & five short stories,daphnedumaurier
18646,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,140280553,9780140000000.0,English,420,24290.0,1323,01-11-2000,Penguin Books (NYC),"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Memoir,Very High,All Ages,Romantic,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,galileo's daughter: a historical memoir of science  faith and love,davasobel
18648,Galileo's Daughter,Dava Sobel,3.76,1857027124,9781860000000.0,English,448,124.0,18,15-09-2000,Fourth Estate Ltd,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Galileo's Daughter,galileo's daughter,davasobel
18653,Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory,3.64,786813857,9780790000000.0,English,132,54.0,5,15-09-1999,Jump at the Sun,"Love, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Romantic,Shop in the Name of Love (The Cheetah Girls #2),shop in the name of love (the cheetah girls #2),deborahgregory
18655,Shopgirl,Steve Martin,3.43,786866586,9780790000000.0,English,130,1229.0,147,11-09-2000,Hyperio,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Shopgirl,shopgirl,stevemartin
18660,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,4.16,671868616,9780670000000.0,English,187,5.0,Currently not available,01-11-1993,Touchstone Books,Thriller,"Tension builds through close escapes, uncertain motives, and a constant sense that something important is being concealed. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,the secret garden: talking beetles and signaling trees: the hidden ways gardens communicate,davidbodanis
18667,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis,4.09,802713521,9780800000000.0,English (US),352,163.0,20,01-09-2000,Walker Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,Medium,All Ages,Happy,E=mc2: A Biography of the World's Most Famous Equation,e=mc2: a biography of the world's most famous equation,davidbodanis
18671,The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,4.06,747563004,9780750000000.0,English (US),291,110.0,11,01-03-2006,Bloomsbury Publishing PLC,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,The Botany of Desire: A Plant's Eye View of the World,the botany of desire: a plant's eye view of the world,michaelpollan
18683,Meeting God at Every Turn,Catherine Marshall,4.36,80079298,9780800000000.0,English,256,213.0,13,01-09-2002,Chosen Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Meeting God at Every Turn,meeting god at every turn,catherinemarshall
18699,My Life,Bill Clinton,3.73,375414576,9780380000000.0,English (US),957,807.0,49,22-06-2004,Knopf Publishing Group,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Autobiography,High,All Ages,Happy,My Life,my life,billclinton
18700,My Life  Volume I: The Early Years,Bill Clinton,3.82,1400096715,9781400000000.0,English (US),646,206.0,15,31-05-2005,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Autobiography,Medium,All Ages,Happy,My Life  Volume I: The Early Years,my life  volume i: the early years,billclinton
18710,Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.63,743400003,9780740000000.0,English,192,454.0,45,01-05-2000,iBooks,"Crime, Mystery","Secrets, investigations, and unexpected connections gradually reveal hidden truths that challenge what the characters believe. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Medium,All Ages,Dark,Murder on the Yellow Brick Road (Toby Peters  #2),murder on the yellow brick road (toby peters  #2),stuartmkaminsky
18718,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland,3.92,515040967,9780520000000.0,English,159,3.0,2,01-05-1976,Pyramid Books,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Low,All Ages,Adventurous,Down the Yellow Brick Road:The Making of The Wizard of Oz,down the yellow brick road:the making of the wizard of oz,dougmcclelland
18722,Alentejo Blue,Monica Ali,2.72,743293037,9780740000000.0,English,304,788.0,104,20-06-2006,Scribner Book Company,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Alentejo Blue,alentejo blue,monicaali
18723,Brick Lane,Monica Ali,3.41,743243315,9780740000000.0,English,432,23848.0,1465,02-06-2004,Scribner,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Brick Lane,brick lane,monicaali
18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,684804484,9780680000000.0,English,633,37093.0,1171,01-10-1995,Simon & Schuster,"Historical, War","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,no ordinary time: franklin and eleanor roosevelt: the home front in world war ii,doriskearnsgoodwin
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein,3.9,767902351,9780770000000.0,English,200,4473.0,228,01-06-1999,Harmony,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,going to pieces without falling apart: a buddhist perspective on wholeness,markepstein
18741,One More For The Road,Ray Bradbury,3.69,743440749,9780740000000.0,English,289,21.0,3,07-04-2003,Earthlight,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about. Much of the movement in the story feels like a journey, with each step revealing new lessons and consequences.",Novel,Low,All Ages,Adventurous,One More For The Road,one more for the road,raybradbury
18745,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68,743284283,9780740000000.0,English (US),236,8511.0,765,03-10-2006,Free Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,female chauvinist pigs: women and the rise of raunch culture,ariellevy
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,1400044162,9781400000000.0,English,433,71280.0,5494,12-09-2006,Knopf,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Half of a Yellow Sun,half of a yellow sun,chimamandangoziadichie
18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure,3.62,452281431,9780450000000.0,English,233,22255.0,710,01-05-1999,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Beauty's Punishment (Sleeping Beauty  #2),beauty's punishment (sleeping beauty  #2),anroquelaure
18753,The World's Last Night: And Other Essays,C.S. Lewis,4.18,156027712,9780160000000.0,English (UK),132,1097.0,117,04-11-2002,Mariner Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The World's Last Night: And Other Essays,the world's last night: and other essays,cslewis
18757,Last Night: Stories,James Salter,3.9,1400078415,9781400000000.0,English,132,1825.0,186,14-03-2006,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Story collection,High,All Ages,Happy,Last Night: Stories,last night: stories,jamessalter
18758,The Last Night of Ballyhoo,Alfred Uhry,3.71,1559361409,9781560000000.0,English (US),96,259.0,16,01-10-1997,Theatre Communications Group,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Last Night of Ballyhoo,the last night of ballyhoo,alfreduhry
18761,Civilization and Its Discontents,Sigmund Freud,3.78,393059952,9780390000000.0,English,192,215.0,18,17-01-2005,W. W. Norton  Company,"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Civilization and Its Discontents,civilization and its discontents,sigmundfreud
18762,Civilization and Its Discontents,Sigmund Freud,3.78,393096238,9780390000000.0,English,121,170.0,19,01-12-1961,W.W. Norton & Company  Inc. (NY),"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Civilization and Its Discontents,civilization and its discontents,sigmundfreud
18765,I  Claudius (Claudius  #1),Robert Graves,4.27,67972477,9780680000000.0,English,468,45108.0,1853,23-10-1989,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,I  Claudius (Claudius  #1),i  claudius (claudius  #1),robertgraves
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,60084383,9780060000000.0,English,847,588.0,56,23-07-2002,Harper Perennial,"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Modern Mind: An Intellectual History of the 20th Century,the modern mind: an intellectual history of the 20th century,peterwatson
18771,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.16,674644840,9780670000000.0,English,424,94.0,9,15-03-1993,Harvard University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,origins of the modern mind: three stages in the evolution of culture and cognition,merlindonald
